name,frameTime,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
'MC01-Session1-wav_headMic-0105.wav',0.0,13.98284,0.1666957,13.51528,13.53904,13.55904,0.0437603,3.701672,2.322178,166.9323,0,0.3996269,0.600732,0.3263336,0.3324801,0.3457863,0.01945269,6.649751,5.838388,4.79086,5.066944,0.1828773,0.9982349,11.98844,0.3872105,10.23553,0.2233055,7.54134,0.4895837,3.878439,0.8988069,0.002235974,4.066145,0.8971364,0.589806,0.4556408,2.197379,71.02672,0.8366771,22.27771,0.06335983,778.8198,0.2204207,1371.09,0.1655264,-46.30428,-1.382487,1793.039,0.1309545,1225.461,0.2144423,-52.01017,-1.180339,2725.031,0.06821706,982.5638,0.2415742,-53.1767,-1.145122,-12.8228,-0.0912246,23.57447,0.08044747,-0.05082135,-0.2613755,-0.003473796,-1.643473,0.1802903,1.054069,13.13564,0.2266184,10.16083,0.1883944,7.409629,0.4615166,3.916816,0.7924058,-8.314808,16.91754,-0.04604705,0.001491446,0.2033212,0.882353,1.796407,0.4583333,0.6348075,0.1175,0.120908,-27.94166,0
'MC02-Session1-wav_headMic-0254.wav',0.0,13.94168,0.1440892,13.52741,13.53745,13.54715,0.01973534,4.066858,2.822584,126.6933,0,0.5890046,0.4364812,0.4980949,0.5068083,0.5194046,0.02130973,5.652208,6.026255,3.29007,1.947692,0.3371219,0.927861,16.25252,0.3645063,9.222604,0.3610473,7.972614,0.6507264,1.599432,2.605728,0.00155764,4.106266,0.5072594,0.8991665,1.572035,0.5393781,37.05769,0.838428,23.80051,0.1381153,771.627,0.1672723,1466.563,0.1566109,-35.52509,-1.491299,1758.908,0.1376797,1404.026,0.2113776,-42.0759,-1.205669,2659.727,0.06285192,1112.594,0.2472813,-43.6341,-1.149375,-13.36267,-0.1656484,24.49086,0.07566079,-0.05060832,-0.1597324,-0.009046805,-0.3084305,0.3048273,0.9318612,16.95188,0.2095464,9.208246,0.2079783,6.970889,0.5744166,1.890889,1.984033,-8.506609,15.72416,-0.04764913,-0.00576949,0.6730576,1.158301,1.574803,0.56,0.3896793,0.07666666,0.04921608,-20.60036,0
'MC04-Session1-wav_headMic-0390.wav',0.0,28.80007,0.03968309,27.68166,29.22757,29.78782,2.106159,11.63431,0,-32.15746,0,0.6126207,1.129379,0.2311993,0.2448403,1.240425,1.009226,4.26993,2.398457,7.317946,3.093091,0.3323023,1.804727,12.51025,0.8882914,9.002527,0.7802579,7.62771,1.704432,2.396145,2.669827,0.03420928,1.114964,1.701815,0.9647133,5.885512,0.5254147,11.23369,0.8328907,22.59141,0.251711,541.0167,0.2010069,1345.282,0.08354656,-183.209,-0.2946565,1704.563,0.03716938,881.5703,0.3970367,-183.499,-0.2810443,2676.021,0.06779172,967.1343,0.4973256,-183.2834,-0.2847296,-16.76774,-0.2067164,21.39853,0.1615706,0.003430076,8.983121,-0.02776352,-0.6318842,1.908621,0.4195159,24.48425,0.187261,13.47189,0.9640248,36.72102,0.5513726,1.204867,10.43952,-9.001275,18.05828,-0.02906737,-0.00194333,0.1705369,1.515152,0.5181347,0.18,0,0.86,0.2,-17.91484,0
'MC02-Session1-wav_headMic-0240.wav',0.0,17.25963,0.2413397,13.53674,13.55862,21.72242,8.185681,10.32148,7.16943,13.55796,5.246383,0.962632,0.703765,0.4668138,0.5634913,1.382816,0.9160023,11.63055,6.099359,9.963212,5.084515,0.5897192,0.8178245,23.44482,0.5230556,10.13516,0.5004733,11.47332,0.8491131,4.49236,1.830648,0.01021989,1.327606,0.8121365,0.8818678,2.788057,0.7018989,20.15459,1.69217,26.44942,0.202784,719.6775,0.3240748,1373.109,0.1665871,-37.23809,-1.569288,1703.622,0.1684649,1178.322,0.1878271,-46.08404,-1.194184,2704.745,0.09401472,961.8008,0.2869482,-50.13206,-1.066713,-15.39116,-0.2717109,26.98705,0.1908323,-0.03743101,-0.609196,-0.01323093,-0.8451163,0.5956472,0.8331488,24.99642,0.4673965,10.38086,0.4669002,11.09711,0.9125655,4.353364,1.934982,-10.58724,19.19897,-0.04300365,-0.004257557,0.6241251,1.88172,1.634877,0.5266666,0.3931779,0.08,0.0424264,-13.60147,0
'MC04-Session1-wav_headMic-0384.wav',0.0,28.92404,0.02891329,28.22211,28.68338,29.54826,1.326149,148.2214,102.9781,22.88212,0.9301949,0.6343759,1.446929,0.2269702,0.2391427,0.6087655,0.3817953,7.90819,7.457908,9.642694,6.375532,0.4034904,1.986628,17.52574,0.4395114,4.884342,2.100095,5.976099,1.765352,2.719457,3.043294,0.01698574,1.034352,1.290017,1.084853,5.974103,0.3758682,3.498311,1.424577,24.4164,0.3318549,891.4293,0.2293262,1365.127,0.1216669,-173.7911,-0.3769961,1927.114,0.1409493,1192.326,0.2393163,-174.752,-0.35054,2902.357,0.07606897,1125.792,0.2756959,-175.7974,-0.333188,-11.33772,-1.210164,27.16723,0.4726268,-0.0007279187,-39.62722,-0.01806152,-0.7500561,1.885315,0.6774387,30.13202,0.2293247,0.5162368,36.36242,3.396402,6.301572,-4.38589,-3.826314,-10.62856,21.41179,-0.02815419,0.00152106,0.1619908,1.098901,1.129943,0.12,0.05,0.4933333,0.3623381,-17.22694,0
'FC02-Session3-wav_headMic-0270.wav',0.0,18.76981,0.4891844,13.51523,13.54319,33.2462,19.73098,30.33715,21.27668,78.56193,0,0.4510975,1.182927,0.2349932,0.2432125,0.4045519,0.1695587,7.906583,8.635217,13.96215,8.498997,0.2478554,1.706882,13.8615,0.6258616,7.746235,0.8102059,5.229278,1.198227,1.733668,5.948728,0.008425674,1.52802,1.147574,0.5214598,2.412777,1.662437,84.48302,0.8383089,24.21354,0.2580806,727.9089,0.2069888,1372.197,0.148169,-131.6167,-0.633681,1649.102,0.1366591,1231.156,0.1438536,-133.2503,-0.6035799,2706.55,0.06471852,949.3334,0.3837408,-135.5745,-0.5716411,-12.78546,-0.1444476,25.20032,0.1460801,-0.02911506,-1.14143,-0.004502135,-3.636081,0.374101,1.488364,17.98579,0.6336917,8.602127,0.7040028,2.849936,2.700887,-3.426382,-4.320241,-10.83313,21.25697,-0.04212173,0.0007147058,0.176582,1.435407,3.921569,0.08625,0.05475799,0.1311111,0.1070249,-22.03637,0
'MC01-Session1-wav_headMic-0111.wav',0.0,15.18444,0.2535262,13.52813,13.55089,13.58637,0.05824661,4.934981,2.518192,11.599,0,0.4779326,0.8029844,0.3273256,0.3338563,0.3794912,0.05216557,6.994124,5.193531,8.106452,5.706739,0.2237597,0.9213756,15.15069,0.4551061,9.723173,0.5063782,10.10518,0.7052399,6.105333,0.9088501,0.00476613,2.398737,1.128413,0.7074777,1.103595,2.072435,45.15369,1.007336,22.60179,0.1802865,773.1411,0.2321322,1346.737,0.1532185,-39.40911,-1.459579,1792.52,0.1190394,1198.013,0.2237976,-46.32004,-1.187362,2736.891,0.06938109,990.2706,0.3239723,-47.98787,-1.136213,-13.33609,-0.2017609,23.78662,0.1424222,-0.04541194,-0.4023242,-0.003815134,-1.937128,0.2283698,0.9655663,15.49685,0.4624734,9.957128,0.4407853,10.03871,0.7301105,6.156213,0.9175214,-12.11545,22.39345,-0.04443829,-0.0005055431,0.2146906,1.459854,1.865672,0.458,0.4658068,0.058,0.0401995,-23.02293,0
'M03-Session2-wav_headMic-0276.wav',0.0,25.25032,0.1997214,24.59668,27.43511,28.87503,4.278358,141.8647,0,-29.32948,0,0.4334991,1.318781,0.1370065,0.1458566,0.8369302,0.6999237,5.647721,6.168427,10.20967,7.894516,0.2712689,1.688114,19.56116,0.5186132,1.948709,3.865665,14.61039,0.833308,4.178269,2.373726,0.03973502,1.795286,0.6766016,0.3859008,4.416766,0.8397422,23.17782,2.011836,19.27686,0.3204606,547.5618,0.4141229,1170.315,0.1421135,-178.5519,-0.3366554,1591.945,0.1212831,813.8454,0.2012553,-179.6338,-0.3172273,2582.077,0.1121007,869.0447,0.2041707,-179.6947,-0.3168344,-14.54848,-0.1930332,20.42366,0.1192464,0.009050128,2.434479,-0.02718571,-0.6654875,0.9231138,0.4897843,33.89856,0.2042331,-3.02961,-3.922683,35.40209,0.5863661,-4.273189,-3.133625,-12.99057,21.73693,-0.0373989,0.004049215,0.1931626,1.25,0.8510638,0.125,0.105,0.6833333,0.04496912,-20.94291,1
'FC02-Session3-wav_headMic-0516.wav',0.0,17.58231,0.4510872,13.51167,13.53295,31.66156,18.14989,12.40775,8.6435,25.553,0,0.6718966,1.445566,0.2536746,0.2607415,0.4173944,0.1637198,1.742035,1.221826,4.787992,0,0.268223,1.849376,17.9002,0.5693552,5.265039,1.858333,4.570937,1.547703,2.248253,4.60615,0.004082134,2.003452,0.9196459,0.6620594,2.407064,1.601016,87.99509,0.7642326,22.03291,0.1636011,759.9792,0.2189292,1361.349,0.1634353,-28.74528,-1.516142,1746.936,0.1355983,1223.419,0.1482214,-34.0382,-1.228136,2712.868,0.06179087,939.2333,0.2766678,-38.33806,-1.041725,-11.88544,-0.2212274,23.94876,0.0850117,-0.03763121,-0.6519335,-0.004855985,-2.619749,0.2837114,1.831774,18.182,0.5824099,5.257879,1.906113,4.235818,1.721745,1.563217,6.661152,-11.05417,21.67058,-0.04945995,0.001832114,0.147082,0.4484305,2.293578,0.394,0.2575733,0.03666667,0.02357023,-16.42018,0
'MC03-Session2-wav_headMic-0199.wav',0.0,20.03235,0.1783512,19.83837,20.54624,22.84142,3.003052,-53.33811,0,35.15926,0,0.1063674,0.8335416,0.05477934,0.05732004,0.1912366,0.1364572,0.9036775,0.7906726,0.7803409,0.031638,0.03141281,1.237199,13.19383,0.8719194,14.82253,0.6201932,10.13856,1.885282,7.077921,0.8603212,0.02472772,0.3840716,1.086331,0.7233421,3.415847,0.921261,8.321265,3.530973,22.3931,0.2645345,567.1143,0.3591267,1323.555,0.08348986,-168.6462,-0.3938913,1800.557,0.08252341,1027.528,0.3300104,-173.272,-0.3241661,2729.779,0.06808502,847.9748,0.3485163,-171.3921,-0.3525918,-21.46799,-0.2093699,27.17035,0.1129586,-0.02838996,-0.2268817,-0.003641133,-1.970417,0.09356482,0.6809315,23.0891,0.148712,26.35915,0.3529917,46.49109,0.4632799,-2.046633,-3.618088,-12.87159,24.03782,-0.03029486,0.0128984,0.01974577,1.298701,1.342282,0.11,0.09,0.2975,0.2202697,-38.20232,0
'M01-Session2_3-wav_headMic-0183.wav',0.0,30.36126,0.08873999,29.66602,30.71407,31.91498,2.24896,-65.83117,73.73776,12.55585,5.391521,0.2925929,1.115437,0.04554385,0.1208084,0.6383566,0.5928128,3.952728,2.663108,3.166193,1.335547,0.08363517,1.408284,24.76914,0.645112,2.242033,5.576469,16.48368,0.5752552,19.86039,0.8748003,0.00989812,1.185167,0.9466333,1.095334,9.549042,0.2621985,8.122313,1.049218,30.10325,0.2678707,835.4866,0.3147524,1242.385,0.1545971,-120.5821,-0.7238526,1829.376,0.1360267,1087.361,0.2352771,-115.0822,-0.754182,2963.376,0.1193335,1006.901,0.2373069,-121.1386,-0.6661924,-17.99092,-0.4821894,27.53325,0.3613085,0.02697973,1.334332,0.002643329,5.430488,0.1631069,0.8048788,40.45029,0.1878542,-0.6599708,-23.08507,19.36119,0.6194273,28.61746,0.7201374,-10.82992,19.8718,-0.02152409,0.02010269,0.01300047,1.970443,1.010101,0.46,0.08,0.245,0.1844587,-27.22342,1
'MC01-Session2-wav_headMic-0040.wav',0.0,20.46957,0.2563115,13.20948,23.6724,24.93264,11.72316,81.24026,17.48722,56.16417,0,0.1666996,1.149291,0.0649138,0.07738733,0.1873933,0.1224795,1.164106,0.7414082,1.999599,0.7490299,0.04707457,1.055231,17.26538,0.674917,9.406446,0.8944628,10.25932,1.282482,10.06583,0.8163623,0.08595534,2.189043,1.155778,0.92413,2.854295,1.829079,20.19942,1.725035,28.74289,0.2863885,592.2999,0.3521625,1405.966,0.1353612,-147.0865,-0.536809,1575.598,0.1585218,1123.628,0.1679011,-149.6696,-0.5009344,2650.005,0.1168191,988.3463,0.2992029,-152.4834,-0.4621201,-16.96045,-0.4797135,29.78764,0.2959197,-0.006184995,-5.208001,-0.005044857,-3.20597,0.09436108,0.7843719,30.84545,0.4456236,12.70412,0.813334,1.947091,10.55133,8.163899,0.8824121,-14.89444,24.80919,-0.03406071,0.01328762,0.03003098,1.459854,3.787879,0.066,0.05986652,0.178,0.1442775,-35.01002,0
'MC01-Session3-wav_headMic-0183.wav',0.0,22.46878,0.2381285,13.54711,24.78963,26.34267,12.79556,44.73395,59.18664,20.98513,21.88284,0.5504411,0.6586823,0.2400663,0.4166648,0.8681239,0.6280577,8.561977,4.013512,8.147595,6.066431,0.2497718,0.8269231,19.85768,0.7006699,9.920255,0.9207955,11.10496,1.050579,10.00886,0.7957875,0.01464604,1.462376,1.024187,1.072544,5.326557,0.6436529,26.32903,1.947526,29.10967,0.2213752,602.813,0.3636888,1407.474,0.18165,-110.6115,-0.800907,1637.683,0.1526021,1091.664,0.2423704,-115.684,-0.714691,2687.022,0.100981,1049.111,0.3507695,-119.4931,-0.659539,-17.42607,-0.3594343,28.87633,0.2231905,-0.01876407,-1.357811,-0.00878934,-1.434732,0.3218692,0.7181041,29.51615,0.4087719,13.27607,0.5763045,11.17008,1.311066,12.30733,0.7886655,-10.11857,20.54072,-0.04123869,0.005572134,0.1877786,3.125,3.556772,0.1257692,0.1507207,0.135,0.0987713,-21.64705,0
'FC03-Session1-wav_headMic-0042.wav',0.0,16.12178,0.451585,13.51657,13.54655,13.57111,0.05453396,16.36592,11.4456,161.3218,0,0.5341149,1.183977,0.3046927,0.3143437,0.444242,0.1395494,4.06667,3.701229,10.3488,6.717932,0.2491921,1.466913,11.88625,0.5127856,7.982808,1.108755,7.274384,0.5630012,3.008645,1.651641,0.005188661,2.894993,1.141638,0.8268241,1.094231,2.51111,63.15332,0.9614858,20.92987,0.1192919,782.0261,0.1959409,1406.955,0.1928819,-84.23006,-0.9676309,1737.324,0.1343326,1242.676,0.3244993,-87.60403,-0.8946598,2725.167,0.07319532,898.6221,0.1756712,-89.23033,-0.8647525,-11.9416,-0.2639429,22.67403,0.1519981,-0.04266668,-0.3930116,-0.003142406,-2.479715,0.2329182,1.62726,12.91894,0.4012451,9.23235,0.7893851,6.902005,0.4566962,2.777463,1.912512,-9.017423,18.0007,-0.04249212,-0.003758619,0.2920151,0.8264464,4.661017,0.1263636,0.1163281,0.074,0.06019967,-22.77638,0
'M04-Session2-wav_headMic-0112.wav',0.0,22.44429,0.4269515,13.35415,23.03955,30.8665,17.51235,135.7705,62.47268,221.3767,110.4955,0.2917425,1.160581,0.1286669,0.1403479,0.3447976,0.2161307,7.46586,9.472768,7.001539,3.57036,0.2248588,1.808,17.63084,0.4696597,13.27562,0.6523355,15.57048,0.5651665,4.79088,1.709753,0.03241482,0.7790662,1.969889,0.8837997,3.221276,1.57732,33.65786,1.357027,27.05706,0.2402802,917.0749,0.1486963,1486.934,0.3341042,-161.6876,-0.396094,1965.338,0.08293375,1150.511,0.19235,-162.1163,-0.3798575,2988.944,0.0661883,1074.507,0.2762673,-162.2901,-0.3777216,-24.03058,-0.363679,34.78136,0.2804337,-0.04148028,-0.4999751,-0.00475889,-2.33305,0.4109353,1.42154,23.73214,0.3214101,17.88778,0.6239674,20.42495,0.5145693,9.855204,0.7172931,-16.6532,26.74718,-0.03924168,-0.00190224,0.1747321,1.321586,4.054054,0.05,0.02403701,0.1744444,0.2578161,-22.07554,1
'MC01-Session2-wav_headMic-0068.wav',0.0,20.85563,0.2631631,13.33418,23.21079,25.95615,12.62197,104.1516,43.65537,25.90045,0,0.1751997,1.188337,0.05865226,0.06021824,0.3128883,0.2542361,0.4698661,0.3184828,1.075697,0,0.04778405,1.112674,15.86429,0.9350184,8.707421,0.5744048,11.59922,1.101585,12.83614,0.5024098,0.02136173,1.323612,1.117481,0.9640669,3.015505,1.648987,11.21774,2.142982,26.02582,0.1900198,652.3276,0.4241325,1407.893,0.1871753,-138.272,-0.6009829,1634.245,0.1682505,1054.301,0.2628536,-140.5008,-0.5659243,2686.702,0.1124938,1105.925,0.4427955,-143.3219,-0.5264019,-14.79475,-0.3372508,24.45123,0.2958665,-0.002335715,-16.09686,-0.004003317,-4.23174,0.09530445,0.7347086,29.77208,0.5831689,6.376989,1.125815,9.474034,2.307847,10.86505,0.7141191,-15.89596,25.90082,-0.04938975,0.01752517,0.02481839,0.5154639,3.703704,0.08,0.1349074,0.1671428,0.08843306,-33.16856,0
'MC02-Session1-wav_headMic-0268.wav',0.0,13.89785,0.1221046,13.52403,13.54402,13.56884,0.04481792,3.521003,2.437333,18.55688,0,0.5500889,1.300833,0.3525477,0.3593417,0.3712477,0.0187,1.251431,0.8308511,4.838782,0,0.330023,1.753637,15.54922,0.3704476,8.284611,0.6503386,6.467344,0.5216998,2.534923,2.043139,0.002413914,2.82919,0.9083256,0.6170866,0.5370776,1.351838,70.7119,0.804552,22.9664,0.08482213,780.5273,0.1892044,1353.675,0.1532113,-34.58532,-1.465712,1794.609,0.1222636,1185.181,0.1735325,-40.65662,-1.200506,2743.056,0.06799816,983.5098,0.2263565,-42.77416,-1.127719,-12.89589,-0.1424903,24.00114,0.06700759,-0.05103809,-0.174065,-0.00689408,-1.452355,0.2744571,1.968422,14.83951,0.2751403,8.650958,0.567599,6.983912,0.3206424,3.215744,1.300788,-11.13976,24.60895,-0.0342248,-0.0193839,0.9005927,0.3731343,1.901141,0.464,0.4940688,0.055,0.03774917,-18.46835,0
'FC03-Session2-wav_headMic-0113.wav',0.0,28.87028,0.3402296,13.53211,34.04721,37.10348,23.57137,136.8251,138.4509,44.7089,17.26223,1.053381,0.8259972,0.3037598,0.8165635,1.692989,1.389229,29.54325,24.2215,17.79053,7.40033,0.667654,0.9913212,18.43969,0.6212724,8.623634,1.385278,11.83125,0.9470748,-4.839266,-3.19353,0.01482535,0.997023,1.132546,0.8489886,6.360598,0.8145637,21.3984,1.356515,26.92297,0.3173957,689.1033,0.2910492,1441.0,0.2320122,-103.2629,-0.8232284,1727.829,0.1440323,1182.552,0.3137707,-105.6109,-0.7496756,2747.559,0.08076392,958.7627,0.4071757,-107.5532,-0.7193778,-15.6658,-0.4735155,25.19596,0.3261892,-0.003739467,-9.517403,-0.02174448,-0.8011823,0.9270052,0.8228726,24.25539,0.4326309,7.47863,1.941746,12.46798,1.112718,-11.31792,-1.464821,-11.45358,20.80704,-0.03436285,-0.004093063,0.3789827,4.120879,5.013927,0.09888889,0.0666574,0.07944445,0.05572474,-14.60345,0
'M02-Session1-wav_headMic-0187.wav',0.0,28.39793,0.08325774,26.82085,28.84015,29.9274,3.106558,-21.68173,0,26.98259,0,0.1595804,1.465391,0.03438912,0.03910278,0.2835609,0.2491718,0.4529278,0.2479444,0.681434,0,0.04202675,1.658227,17.50172,0.841049,7.017481,1.410758,3.428922,2.110194,10.69665,0.4560979,0.01319307,1.265909,0.6040902,0.4910954,8.577266,0.2329251,2.847546,2.101971,37.12742,0.1983496,588.3767,0.2966005,1451.424,0.07907306,-166.1677,-0.4378087,1654.271,0.1575794,1347.733,0.2385242,-169.759,-0.3840432,2715.231,0.08893288,1182.13,0.1895003,-171.3133,-0.361301,-22.81256,-0.359172,35.15865,0.2287965,0.03279072,0.6542617,-0.02136672,-0.7522228,0.1665404,0.465057,46.641,0.211025,15.27043,0.7425932,9.540509,1.132448,9.576848,0.6638103,-10.53942,21.17394,-0.0106723,0.01765583,0.01471924,0.3921569,0.4,0.45,0,1.01,0.09999999,-29.22075,1
'FC02-Session3-wav_headMic-0258.wav',0.0,17.06156,0.4508443,13.40928,13.50431,13.65053,0.2412596,23.87055,16.2232,105.5551,0,0.3839984,1.23196,0.2317249,0.2380283,0.252953,0.02122806,2.719192,2.159346,6.9471,5.163159,0.1882438,1.259013,14.05964,0.3871811,11.68537,0.3794109,9.817654,0.6865325,3.846354,1.880514,0.03128294,1.239331,1.260882,0.7128938,1.314064,2.884762,56.5987,1.135242,23.49127,0.1650971,841.519,0.2053326,1323.355,0.1292734,-117.7029,-0.6911078,1893.396,0.09906241,1294.976,0.3096719,-121.5911,-0.6328255,2820.304,0.07704032,929.0899,0.2825321,-121.7721,-0.6298405,-15.60989,-0.1781365,26.22634,0.1629292,-0.04253048,-0.6077902,-0.005167981,-2.786627,0.2493304,1.223327,15.97138,0.4487777,12.14835,0.4578225,10.57581,0.5710931,2.447848,3.265645,-13.57086,23.56841,-0.04602395,-0.001989485,0.1402588,1.058201,6.010929,0.06636363,0.04333227,0.08,0.06295741,-23.17666,0
'MC01-Session1-wav_headMic-0139.wav',0.0,18.88619,0.3077986,13.53349,13.58348,25.28068,11.74719,65.66361,76.87819,9.453972,3.534801,0.6798691,0.6683373,0.334665,0.4455944,1.077233,0.7425678,6.045567,5.46072,6.980924,2.685157,0.3138191,0.837097,19.35225,0.6943591,11.69046,0.5503319,6.886672,1.368692,4.207916,1.956881,0.01264352,2.304098,0.8760898,0.9190218,3.336572,0.9612525,37.52997,1.268754,27.68553,0.2121787,730.2495,0.2836097,1352.859,0.1440333,-70.49583,-1.155598,1729.444,0.1478148,1176.081,0.240098,-76.75034,-1.001559,2751.8,0.08474474,976.6606,0.2928698,-81.03487,-0.9141638,-15.49372,-0.2999134,28.17256,0.1765817,-0.03082631,-1.020717,-0.0100946,-1.43288,0.3353038,0.8522043,23.9618,0.5204208,12.99923,0.4576875,6.436292,1.608779,4.359649,2.053549,-8.15284,17.65923,-0.04224668,0.001188303,0.2755953,2.227723,2.512563,0.27,0.1538181,0.1211111,0.1077491,-19.57454,0
'M02-Session1-wav_headMic-0193.wav',0.0,26.57953,0.1214435,24.09768,27.94212,29.15866,5.060978,20.33112,0,0.752182,23.53988,0.2768509,1.47254,0.03402623,0.04289898,0.5836554,0.5496292,1.818601,1.277118,1.839048,0,0.1253214,1.725326,23.3059,0.7142732,14.02135,0.5861462,5.629787,1.414007,6.846492,1.950851,0.01207608,0.5253056,1.282876,0.8753245,7.262506,0.3062217,5.141395,0.8859229,37.47868,0.129033,637.6818,0.4109644,1375.138,0.1757653,-128.3818,-0.7019784,1739.0,0.1975058,1259.521,0.2069972,-133.4002,-0.6121558,2864.921,0.1061784,1092.608,0.3404107,-137.0734,-0.5610193,-25.40872,-0.2762667,37.03063,0.1239274,0.02711724,1.252071,-0.02986084,-1.246238,0.3126419,0.817605,41.7391,0.2555115,20.04227,0.3554616,9.095574,1.114801,-1.984707,-8.752227,-15.39165,26.20027,-0.02357139,0.01391006,0.009493369,0.7352941,1.526718,0.25,0.23,0.375,0.215,-22.53919,1
'FC03-Session2-wav_headMic-0107.wav',0.0,29.29042,0.35194,13.54313,34.87602,36.54911,23.00598,80.18789,66.01624,451.8039,604.3739,1.145223,0.78078,0.296505,0.9307532,1.836534,1.540029,14.11947,6.693684,12.71014,6.248989,0.5927358,0.9481329,20.61118,0.6407668,6.780709,1.651944,8.12643,1.427517,-5.563475,-2.574181,0.02226577,2.477548,0.8034081,0.8016546,7.462718,0.6971112,25.17812,1.500901,24.84345,0.3119028,680.9457,0.2754416,1450.233,0.1403961,-82.83254,-1.042179,1682.491,0.1547092,1229.23,0.2815032,-84.83399,-0.9481107,2716.013,0.1198019,980.3821,0.2667319,-88.70627,-0.8754905,-14.36632,-0.3845592,25.01009,0.2566795,0.001019579,32.27629,-0.01531797,-0.9766531,0.6152349,0.8991418,25.98932,0.4211111,5.397927,2.312634,6.792715,1.952248,-9.408975,-1.559859,-10.92181,19.12192,-0.03158557,-0.007815496,0.5855621,3.149606,3.2,0.1933333,0.1828174,0.1090909,0.07867707,-14.98854,0
