name,frameTime,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,label
'PD_FREE_0039.wav',0.0,27.99978,0.1447328,26.55507,28.44582,31.07147,4.516397,369.4467,384.107,60.71072,75.80165,0.4070348,0.7760366,0.1465937,0.2942753,0.6430062,0.4964125,5.593318,3.38567,4.908107,3.263016,0.2144535,0.9603553,31.54499,0.4665505,18.0906,0.654833,11.58922,1.118996,0.1545208,70.81367,0.03684849,2.317889,1.167415,0.9386737,6.670731,0.66629,3.375073,3.226702,34.23115,0.3066923,571.6863,0.2555092,1357.505,0.1506398,-67.11478,-1.217582,1650.594,0.1836433,1094.127,0.380094,-79.78015,-0.912736,2713.977,0.1215024,993.3168,0.3850777,-84.10957,-0.8308306,-25.9393,-0.2718064,34.44572,0.2276222,0.02780355,1.456062,-0.03432567,-0.3544339,0.2749457,0.7732,38.39914,0.2726707,22.54527,0.4363033,13.31977,1.066165,-0.5207361,-22.49157,-11.93779,18.92833,-0.02278949,-0.01498136,0.0627223,2.963311,1.791608,0.3921053,0.3116185,0.1614706,0.195826,-30.09601,1
'HC_FREE_0051.wav',0.0,25.25124,0.1111483,23.97666,25.56695,27.12224,3.145582,314.5341,345.6365,83.5517,192.265,0.3506126,0.9023971,0.06551757,0.262718,0.598343,0.5328255,5.928375,3.094471,4.76107,3.142699,0.1425308,1.021073,29.19246,0.5599529,5.837068,1.954252,16.70338,0.9000614,4.887284,2.589689,0.02648019,2.41266,1.076601,0.9534068,5.227045,0.7087025,3.734493,3.735173,22.36853,0.4714961,467.2573,0.2750585,1247.154,0.1628239,-76.69163,-1.193822,1508.821,0.1719474,944.9379,0.3641962,-86.38243,-0.9723097,2475.775,0.08646522,887.8535,0.3895577,-87.45338,-0.9500924,-18.63692,-0.3256207,24.21886,0.2806366,0.02121292,1.449454,-0.03276546,-0.3775473,0.2057667,0.7097331,39.53876,0.234461,4.909485,2.761403,20.86686,0.8065425,2.153281,6.407571,-15.89739,22.68359,-0.05480085,-0.00986264,0.03037912,2.691648,1.2939,0.4854082,0.3747766,0.2808602,0.368734,-34.82486,0
'HC_FREE_0045.wav',0.0,21.68597,0.1691772,18.90395,20.56323,24.66569,5.761742,154.7029,148.9854,75.21233,106.2376,0.2024681,0.6883301,0.07140183,0.1846269,0.2979428,0.226541,3.10926,1.834649,2.182434,1.365173,0.08556734,0.8274459,22.65987,0.6599861,11.03754,0.8546446,20.65433,0.6714094,1.838701,5.125683,0.03889011,2.015429,1.419826,0.8214402,3.095734,1.150633,3.228448,5.648301,27.16083,0.4875913,462.51,0.3330653,1161.451,0.167162,-85.35687,-1.058417,1527.79,0.1385732,889.032,0.3839817,-97.05855,-0.8314652,2569.716,0.08346877,837.6025,0.4410821,-99.31729,-0.7937979,-20.90098,-0.2778752,28.78393,0.2297685,0.0008714198,35.62378,-0.02360291,-0.4731626,0.1204592,0.5770127,32.19886,0.2944336,14.09347,0.626422,27.57575,0.489407,-0.2254791,-45.10688,-12.22833,18.62062,-0.04333465,-0.007774579,0.03348451,3.153153,2.110023,0.2760714,0.2225396,0.1653333,0.2675535,-41.69038,0
'HC_FREE_0086.wav',0.0,30.29031,0.1424152,28.25742,30.51484,33.61247,5.355049,386.5648,587.5203,116.5209,193.5319,0.3743731,0.7329941,0.1089441,0.3275995,0.5870991,0.4781551,5.761124,3.010086,4.500548,2.815296,0.1993859,0.9394367,26.24337,0.596377,18.06615,0.6732395,14.83752,0.9223416,1.681148,6.972878,0.03447913,2.55314,0.9743884,0.9700775,7.703011,0.604565,9.479214,1.68273,34.69014,0.5009579,616.1207,0.2407891,1250.83,0.1533349,-79.31293,-1.074404,1726.681,0.1451683,857.8297,0.4999909,-89.63162,-0.8599395,2852.746,0.08468825,706.8228,0.5690285,-93.4389,-0.7935606,-24.68216,-0.2873653,32.90326,0.2477819,0.03174096,1.24979,-0.03444617,-0.3733686,0.2653171,0.7151701,34.65711,0.3106256,22.19626,0.4918684,16.21663,0.9593628,-0.5803537,-21.62265,-11.67091,17.49734,-0.04308692,-0.01386421,0.07249874,3.467561,2.015678,0.3158889,0.2534294,0.155,0.1803951,-31.61162,0
'HC_FREE_0087.wav',0.0,17.0706,0.1568916,14.46958,16.87428,19.59378,5.124201,184.2999,239.6467,44.2463,39.89863,0.2855132,0.6538776,0.09262302,0.2549348,0.4446354,0.3520124,4.408838,2.316158,3.353701,2.232573,0.1962451,0.8084865,30.50994,0.5019792,10.31206,0.8167186,13.94613,1.139668,7.555044,1.666504,0.03051905,1.197413,1.502961,0.9206604,1.04626,3.417862,2.718172,4.985664,26.76298,0.4980573,500.8552,0.3294715,1301.269,0.1685164,-66.06519,-1.28989,1495.124,0.1659948,1013.397,0.3323003,-76.69247,-1.021033,2507.916,0.1444737,916.9606,0.3847132,-81.65229,-0.9189246,-20.87662,-0.2673349,29.28101,0.2024925,-0.009413158,-2.759149,-0.02526977,-0.6244237,0.2587019,0.5653539,38.53048,0.2505631,11.85744,0.7089238,16.51824,1.061494,7.0323,2.010452,-13.47525,20.44432,-0.04606502,-0.006534682,0.05296407,3.787353,1.777004,0.3847059,0.3193889,0.161,0.2246887,-36.5915,0
'HC_FREE_0118.wav',0.0,32.31855,0.2345269,25.96877,34.29602,36.67487,10.7061,253.5136,203.7149,110.9144,101.3646,0.4287193,0.8082569,0.1050996,0.3193602,0.7585008,0.6534012,7.021352,3.562169,6.416329,3.713254,0.2309711,0.9900221,24.22048,0.5134445,10.57784,1.233734,6.826502,2.493026,-1.3426,-10.0732,0.06780405,2.262357,1.087397,0.8691204,6.25718,0.9257221,9.085663,2.500452,27.41008,0.588464,592.5974,0.2667802,1334.497,0.1729309,-76.21925,-1.18761,1669.252,0.1490652,1022.982,0.4695497,-83.23069,-0.9822239,2704.156,0.09484775,841.0538,0.4813077,-87.41003,-0.8972681,-18.56733,-0.3891091,28.69381,0.246554,0.03584275,1.148285,-0.0259201,-0.5230457,0.3053716,0.7514039,30.99158,0.2780447,10.15584,1.476268,3.028403,6.486074,-6.479955,-2.120221,-14.04186,19.41039,-0.04677992,-0.007048311,0.08794232,3.420074,1.716418,0.3756522,0.3438886,0.1704,0.1894514,-33.91219,0
'HC_FREE_0130.wav',0.0,23.19681,0.2018658,20.86848,23.41128,26.04577,5.177292,254.555,284.5745,96.7165,135.3278,0.3926479,0.7093175,0.1516059,0.2775559,0.6408928,0.4892869,5.651295,3.522642,5.58533,4.20543,0.2534419,1.332769,22.20073,0.6594176,17.78177,0.5661678,16.58439,0.6995205,8.788659,1.021176,0.03546693,2.208947,1.210575,0.9965014,3.903609,1.433241,5.852481,3.831686,27.96518,0.6113318,503.7464,0.3545026,1295.181,0.185406,-87.94405,-1.000224,1576.043,0.1712003,1002.188,0.3810969,-97.77469,-0.8117158,2607.624,0.119979,923.0018,0.4259114,-100.0749,-0.7732097,-23.71257,-0.274529,31.99941,0.2285574,-0.01989571,-1.816293,-0.02427108,-0.5976912,0.3372532,0.9062467,31.14321,0.3647501,23.11266,0.3486569,18.50483,0.7489178,8.765268,1.240843,-11.5255,17.64843,-0.05976346,-0.006236624,0.1238294,2.499637,2.094241,0.2805555,0.3377782,0.181,0.2689618,-29.74066,0
'PD_FREE_0038.wav',0.0,26.9708,0.1523769,25.47812,27.72119,29.3282,3.850088,369.4096,503.5746,75.39996,87.9616,0.2664697,0.9756188,0.05847914,0.1412711,0.4898154,0.4313363,5.295056,3.927401,4.244357,3.395746,0.08167558,1.271982,26.75824,0.5664322,6.514507,1.144436,12.86625,1.027086,4.255607,3.13618,0.03094536,2.872488,0.8420353,1.188002,7.195194,0.5360702,4.378585,2.436224,25.18538,0.3452628,454.6429,0.3361164,1251.236,0.1868124,-101.9286,-0.9303414,1423.076,0.1609181,941.9005,0.3399383,-107.5589,-0.822044,2437.42,0.1085895,880.9506,0.3829051,-111.7995,-0.7540739,-17.86768,-0.2840598,28.31219,0.2480243,0.02005962,1.757349,-0.02454021,-0.5528402,0.1356998,0.8796354,39.66326,0.2161914,5.84613,1.65316,16.19853,1.052318,-1.728713,-8.902094,-14.95193,21.38336,-0.05782156,-0.006662513,0.02322108,1.863354,0.9433962,0.5411363,0.4017531,0.5093023,0.7109195,-37.3096,1
'PD_FREE_0077.wav',0.0,26.45021,0.1413122,25.03621,27.32084,28.50915,3.47294,330.7001,333.5849,121.9955,302.784,0.2334857,0.8640608,0.06774417,0.1408848,0.4046933,0.3369491,3.948811,2.349327,3.073517,1.874638,0.1000166,1.12071,26.55857,0.5848014,12.88662,0.6815056,19.47582,0.5900537,12.12544,0.7648809,0.03962258,2.475381,1.019299,1.041337,6.391363,0.613117,4.658669,3.373489,28.28759,0.4725857,481.7948,0.3494907,1330.656,0.170132,-100.4967,-0.9017788,1542.327,0.1425219,1031.565,0.3853349,-109.6293,-0.7406855,2538.735,0.1097247,970.6133,0.3302378,-112.0333,-0.7043325,-23.00231,-0.2925799,31.89854,0.252089,0.002229036,14.9247,-0.02012554,-0.5009116,0.1567962,0.7855195,36.907,0.3511883,14.37174,0.6372516,23.95479,0.4928649,12.6162,0.8092671,-14.8597,20.10705,-0.03248602,-0.007704309,0.03375799,2.195019,1.734349,0.2992683,0.2645234,0.2742105,0.4913227,-35.29085,1
'HC_FREE_0143.wav',0.0,31.54601,0.2745562,22.28593,34.36829,38.40948,16.12355,299.8456,333.6858,298.5997,448.984,0.3115919,0.703016,0.0951845,0.2669458,0.5180314,0.4228469,5.554753,3.640925,4.380497,2.940078,0.212647,1.380788,21.03647,0.7087914,12.51298,0.8486437,10.35578,1.186795,1.69154,6.479662,0.07546197,2.068431,1.192855,1.090112,6.139285,1.273234,6.051991,4.839822,22.9911,1.269928,547.6333,0.3158307,1303.812,0.1810605,-97.1694,-0.933171,1631.6,0.1636527,991.2794,0.4231046,-100.5114,-0.8090888,2705.764,0.09215295,868.8367,0.4963557,-104.1539,-0.7501025,-21.92636,-0.2779193,31.60686,0.2237594,0.01056693,4.651133,-0.02413692,-0.5208838,0.2835802,1.092491,30.81836,0.3188111,16.03977,0.6509282,9.179542,1.614387,-2.514579,-4.628224,-13.65906,20.46858,-0.06034289,-0.005312958,0.1142386,3.485613,2.434318,0.230061,0.2045831,0.1886957,0.284943,-34.51954,0
'PD_FREE_0117.wav',0.0,33.75311,0.178145,33.15607,35.63531,36.86045,3.704384,389.4158,611.8734,165.065,182.9963,0.4082815,0.7238629,0.1006949,0.3476056,0.6875741,0.5868793,6.624659,4.384558,6.087988,4.275586,0.2051023,1.078624,25.41984,0.5184939,11.7723,1.015215,0.5099512,37.70117,0.2132182,66.58228,0.03061655,2.616153,0.914444,1.101009,8.192264,0.7593372,1.604637,10.81998,25.6699,0.6408438,674.3908,0.2627333,1372.183,0.1734495,-75.98283,-1.152742,1658.48,0.1651051,1033.553,0.3727182,-82.13177,-0.977814,2832.678,0.1020372,869.4476,0.4344338,-89.69999,-0.8320788,-18.30944,-0.4282236,31.69369,0.2487556,0.01467722,3.147396,-0.02333033,-0.6021118,0.2569839,0.8968981,32.10776,0.3131095,11.3743,1.176209,-6.505223,-2.935232,-4.921512,-2.888328,-15.93878,23.21779,-0.05979655,-0.005007043,0.1012262,3.408466,2.094818,0.3115789,0.34304,0.1617647,0.2432074,-34.47825,1
'HC_FREE_0036.wav',0.0,36.0814,0.1051602,34.45277,35.80362,38.71132,4.258549,209.2046,217.1989,100.6642,163.8163,0.3772387,0.7239223,0.1024646,0.3518529,0.599112,0.4966474,6.387646,3.624677,4.806961,4.075235,0.125758,1.09645,32.14292,0.4645269,3.511874,4.253813,5.670996,2.380648,-8.097354,-1.855715,0.02320375,3.103593,0.7788413,1.267264,11.04513,0.3678932,6.319795,1.456931,27.1621,0.3580809,633.5024,0.3087392,1372.478,0.1816117,-72.08857,-1.197865,1621.679,0.1902157,1008.283,0.3682967,-74.027,-1.048468,2712.381,0.1033433,815.2789,0.4549468,-81.13859,-0.8991744,-18.05552,-0.4440442,31.00703,0.2682422,0.04434107,0.7246357,-0.02191153,-0.6369094,0.157589,0.9263476,39.02488,0.257385,1.249629,12.44601,3.929493,3.744033,-13.46911,-1.018416,-15.58913,26.1492,-0.04515181,-0.006224988,0.04503896,2.826159,1.514154,0.4645652,0.3420571,0.1791111,0.2799986,-35.1302,0
'HC_FREE_0142.wav',0.0,23.66637,0.1710459,20.99237,23.88268,26.91841,5.926037,232.4337,255.9275,92.97261,135.4229,0.5146747,0.9980134,0.09681186,0.2765292,0.9622465,0.8654346,11.94322,7.047726,10.74788,6.461638,0.3309808,1.266993,21.373,0.8033709,10.73337,0.925782,13.31753,0.9162254,10.25892,1.019053,0.04081828,2.41585,1.33176,0.8941441,3.696543,1.304736,5.605198,4.033306,25.20821,0.6244677,450.3731,0.3324554,1222.752,0.1655975,-91.82355,-1.00633,1457.37,0.141465,951.1432,0.3019108,-99.97345,-0.8470798,2447.299,0.1018762,887.228,0.3107706,-103.2757,-0.7907581,-19.49541,-0.3026817,27.69555,0.2475681,-0.007906904,-5.09369,-0.02275508,-0.6356064,0.5374373,0.8336933,33.84218,0.339298,13.00627,0.8389388,14.63655,1.047545,10.80536,1.176734,-12.03216,18.30801,-0.06697797,-0.003203933,0.05790373,2.570694,1.436843,0.3844776,0.390397,0.27,0.441824,-27.60511,0
'HC_FREE_0140.wav',0.0,30.05241,0.1685742,29.21732,30.70865,32.53868,3.321369,322.6497,402.487,195.2036,442.9525,0.4895793,0.5433864,0.1840744,0.5204248,0.7327579,0.5486835,5.319507,2.903159,4.083631,2.694892,0.2233915,0.9622423,30.45837,0.4268295,11.9123,1.152788,14.13393,0.9352925,1.300786,10.56208,0.04058451,2.666311,0.8226135,1.304238,7.927822,0.6784716,2.48857,6.371221,24.25334,0.5722933,591.4814,0.2876193,1296.867,0.1709448,-50.35379,-1.401195,1669.133,0.1498954,976.4484,0.4505106,-60.37511,-1.075371,2743.874,0.0891795,885.4738,0.6025905,-65.97597,-0.9364974,-21.26674,-0.4152783,31.8445,0.2791596,0.01065377,3.744645,-0.02637789,-0.5683633,0.2473157,0.8682444,34.99944,0.2664956,11.85256,1.242857,14.27354,1.002964,-0.9554788,-14.64242,-14.3713,21.20432,-0.05842251,-0.006903559,0.1189427,3.415182,1.733816,0.4582734,0.3525017,0.1072581,0.1361589,-29.05443,0
'HC_FREE_0034.wav',0.0,25.08037,0.2378235,19.84504,26.09976,29.20442,9.359386,278.3695,309.3226,155.2587,207.5834,0.1647595,0.9650651,0.03101027,0.1055634,0.287506,0.2564957,2.859572,2.299992,2.175591,1.77459,0.09007899,1.404975,22.23443,0.5818707,15.98203,0.6265883,9.094287,1.092779,12.72279,0.8703867,0.06102816,1.895661,1.295615,0.8814467,4.74138,1.028947,7.14885,2.518178,30.36684,0.5436615,516.5706,0.4092471,1324.501,0.1497386,-120.8939,-0.7325996,1523.821,0.1628422,1045.988,0.2904028,-125.0089,-0.6560767,2554.644,0.1444954,1025.448,0.3637781,-128.8091,-0.6046935,-22.99602,-0.3156679,35.70723,0.2128115,-0.01428954,-2.189149,-0.0157708,-0.8321323,0.1632184,0.805316,33.71024,0.2426611,21.24867,0.4182222,9.608133,1.321511,17.63994,0.7198311,-15.35852,25.86843,-0.03197582,-0.006723424,0.03024554,1.963049,1.519405,0.2868478,0.2848719,0.3614607,0.5505657,-38.30324,0
'PD_FREE_0115.wav',0.0,31.47742,0.1310823,29.61567,32.60415,34.11431,4.498646,209.6893,310.4332,61.93922,96.70515,0.3775287,0.8419949,0.09068388,0.2599133,0.7038684,0.6131845,6.405948,3.954042,5.433597,3.269699,0.1969567,1.417912,25.29919,0.5903338,17.23659,0.5474253,11.54693,0.9698486,4.368171,2.713978,0.02764892,2.889259,0.844527,1.137434,9.426903,0.4441501,6.938502,2.107017,32.24897,0.360009,533.0344,0.3516367,1379.107,0.1628605,-91.92935,-0.9851825,1562.413,0.1832036,1118.209,0.2968371,-99.84245,-0.8095949,2644.344,0.1288732,1001.981,0.3695317,-104.661,-0.7339324,-26.04471,-0.2233985,36.63649,0.1747941,0.0226377,2.165287,-0.02790556,-0.4998429,0.2945891,0.9452593,35.81891,0.2498099,22.89579,0.3245019,11.08583,1.236715,1.098994,12.66967,-12.41569,18.50875,-0.05635771,-0.003756143,0.04966326,2.543091,0.9903792,0.5988572,0.4418388,0.4133333,0.5990177,-29.95986,1
'HC_FREE_0141.wav',0.0,26.77264,0.1785568,25.75718,27.82045,29.62879,3.871614,388.639,463.5295,118.4349,246.5815,0.4078889,0.8523763,0.1056919,0.2874657,0.6759983,0.5703064,6.824547,4.520949,5.90719,3.947819,0.2819202,1.289393,28.44654,0.6405241,12.9915,0.7926257,14.20454,0.7291197,7.326758,1.505869,0.04629424,2.525875,1.233934,0.997257,6.178905,0.8665383,5.92325,3.546395,29.83146,0.5992584,513.3959,0.3928906,1358.326,0.1674322,-85.64877,-1.029679,1514.893,0.1894268,1109.651,0.2873596,-93.91427,-0.8556678,2589.203,0.1262044,1005.046,0.363205,-99.71954,-0.7589498,-23.6992,-0.2643628,35.67783,0.1954297,-0.01297997,-3.636179,-0.02486152,-0.5794572,0.3734528,0.9794018,39.87603,0.310477,15.64854,0.7086192,15.62111,0.7635679,5.669624,2.317797,-14.53384,21.64611,-0.06517944,-0.0007865682,0.1297375,2.816901,1.684132,0.3603704,0.3609809,0.2174809,0.3348563,-29.21132,0
'HC_FREE_0145.wav',0.0,29.8673,0.1277381,28.05804,30.52605,32.53062,4.472582,384.0802,411.76,94.14134,115.0898,0.3871855,0.9385341,0.09564261,0.1969495,0.6954557,0.599813,6.290259,4.004683,5.293913,3.463179,0.1405834,1.14586,18.89594,0.7903445,8.244598,1.107941,13.64983,0.90651,5.80439,1.688064,0.0281318,2.908839,0.9535369,1.066523,7.349579,0.6017454,6.504765,2.580421,22.08923,0.6638435,458.0381,0.3489353,1198.984,0.2054627,-108.3068,-0.8762873,1478.294,0.1595286,860.4418,0.3969286,-112.9329,-0.7744967,2457.251,0.105488,810.942,0.3074255,-114.5805,-0.7475661,-15.89412,-0.3826075,23.28457,0.2797764,0.02770594,1.446979,-0.02157841,-0.6347156,0.2422009,0.6766351,31.38473,0.3272996,7.663,1.534557,14.77383,1.122751,4.670922,2.772726,-9.935796,15.59144,-0.05179735,-0.007019213,0.04261933,2.340346,1.607076,0.2955814,0.1669188,0.3066666,0.4946322,-34.18572,0
'PD_FREE_0111.wav',0.0,22.47828,0.1420866,20.49021,22.66204,24.8242,4.333998,296.6614,370.5459,92.9847,250.9718,0.2225318,0.7223979,0.09197675,0.1486269,0.358067,0.2660903,3.452488,2.053108,2.648321,1.607723,0.09200676,1.223253,18.27959,0.8401127,13.82176,0.6750265,12.66825,0.8578009,9.390835,0.7807077,0.03396393,2.439295,1.216461,0.9413494,3.867411,1.129476,4.239905,4.147377,26.28901,0.4515264,451.0459,0.2971376,1241.795,0.1577758,-107.234,-0.860287,1489.979,0.1469193,1016.176,0.3390447,-115.8072,-0.7177062,2469.295,0.106086,919.2629,0.3366915,-117.8016,-0.6876259,-21.85835,-0.236675,30.28549,0.1941437,-0.01246883,-2.449174,-0.02535571,-0.4764591,0.1525614,0.8300788,31.44823,0.3334937,19.65801,0.4192645,14.86661,0.9546804,11.17905,0.8046355,-13.25963,20.06809,-0.05795833,-0.004606595,0.03256617,2.528277,1.599467,0.3002083,0.209369,0.30375,0.6219211,-38.5403,1
'PD_FREE_0070.wav',0.0,34.24783,0.1320511,32.23838,34.57939,37.5024,5.264023,126.4861,154.2019,89.99905,86.8972,0.4053305,0.8380717,0.06651679,0.3514441,0.7357476,0.6692308,6.184564,3.557141,5.150093,2.952252,0.1413008,1.031643,26.50194,0.6017298,3.107408,3.688879,8.368164,1.449962,-5.696495,-2.541216,0.0370927,2.656721,0.8590728,1.080066,9.245475,0.4656278,5.228133,1.446247,26.8676,0.3480112,600.7007,0.2779194,1331.219,0.1779218,-93.7599,-1.002034,1619.633,0.1688527,971.8812,0.4227041,-98.16382,-0.8777309,2656.301,0.1032822,854.5499,0.4725855,-102.7454,-0.7998839,-17.41564,-0.3710346,27.04637,0.3424548,0.05389829,0.5603435,-0.03120182,-0.4287926,0.2152529,0.663904,38.09321,0.2502374,1.784769,7.487657,9.696525,1.472327,-14.18798,-0.8186359,-12.71468,19.91512,-0.04374382,-0.006059656,0.04059078,2.843803,1.319149,0.4280645,0.403696,0.33,0.6593361,-34.24297,1
'HC_FREE_0144.wav',0.0,32.6257,0.1814634,31.38554,33.2779,36.43941,5.053871,245.9733,315.8489,257.7672,515.0978,0.1613635,0.4895091,0.09346895,0.132624,0.2265219,0.133053,1.857676,1.205235,1.116526,0.749091,0.05400464,1.250505,17.3332,0.6715808,15.88573,0.5456347,13.32102,0.7138022,6.021775,1.568178,0.03615079,2.562702,0.9429356,1.071882,8.814587,0.6082873,6.529529,2.779894,24.81442,0.6899447,654.232,0.3205265,1275.422,0.1872642,-118.4118,-0.7488362,1769.112,0.1188036,955.4875,0.3499732,-122.7554,-0.6504416,2859.027,0.09631715,725.6249,0.4611474,-123.9936,-0.6327932,-23.66502,-0.2202795,32.97082,0.1565587,-0.01215774,-2.537237,-0.02220451,-0.5470384,0.07516824,1.030553,27.81948,0.2614274,21.2138,0.4097216,14.3355,0.8958697,1.661942,6.766541,-13.25314,18.97538,-0.06892729,-0.005927808,0.03513169,2.705436,1.898734,0.2381333,0.1911208,0.2816901,0.442897,-43.89079,0
'PD_FREE_0058.wav',0.0,25.53433,0.1434256,24.1617,26.42807,27.93161,3.769909,289.2798,321.6263,70.29332,91.94838,1.099129,0.7105799,0.2936636,0.9967983,1.859649,1.565985,15.95603,7.07891,15.75462,8.154199,0.7531704,0.8494817,33.43812,0.3866154,5.888389,1.576773,14.68362,0.8232809,-2.975774,-4.49858,0.0267617,2.527999,1.117261,1.043178,4.926778,0.9439055,5.302897,3.018242,28.17386,0.360045,464.744,0.3441667,1251.38,0.1677689,-43.64331,-1.64901,1433.413,0.1481005,970.7241,0.2514497,-53.3158,-1.253356,2514.216,0.09849517,876.3253,0.3369091,-62.18066,-1.003515,-17.49669,-0.3445205,29.21832,0.2210255,0.01616611,2.263681,-0.02531593,-0.5533765,0.8887857,0.7099983,37.56911,0.2630784,6.088792,1.548514,14.40586,0.8895395,-5.00297,-2.716822,-10.89598,19.53424,-0.02581288,-0.006626762,0.1804925,4.201681,2.04696,0.3876471,0.4830178,0.08242424,0.09924046,-21.48462,1
'PD_FREE_0113.wav',0.0,28.40569,0.1592751,27.33776,29.30324,30.94217,3.604401,297.673,412.9685,183.1204,366.409,0.1305071,0.4886329,0.09552494,0.09897659,0.1643048,0.06877982,1.145288,0.9355344,0.8909838,0.7147484,0.0260727,0.9493402,14.89707,0.6372498,13.2638,0.5255151,13.96996,0.4705167,7.642376,0.6918461,0.03422751,2.803442,0.9596609,0.9533307,7.10771,0.5976735,5.136516,4.113698,23.30018,0.7392945,598.136,0.3192603,1395.597,0.1540494,-147.001,-0.556415,1703.497,0.1396071,1072.74,0.4003963,-150.3125,-0.5020823,2736.479,0.1019124,906.1175,0.4888569,-150.992,-0.4922326,-22.13954,-0.2386392,30.23135,0.184276,-0.009301468,-3.062757,-0.02524969,-0.4224251,0.04736563,0.6301712,27.60969,0.2757366,20.67015,0.3926627,15.48514,0.6471323,6.255462,1.242936,-11.79192,17.59128,-0.04577671,-0.006362421,0.01700179,1.33836,1.150943,0.2498361,0.2290142,0.5698437,0.7425137,-47.88251,1
'PD_FREE_0042.wav',0.0,32.02514,0.1396827,30.61999,32.38583,34.6422,4.022209,322.1992,485.5468,97.98789,143.0621,0.321883,0.8833138,0.05706915,0.2484292,0.5469078,0.4898386,6.032998,4.105261,4.24146,3.314437,0.1109796,1.142511,27.37642,0.6420975,7.673473,1.538479,9.219829,1.355817,3.926957,3.028878,0.02458703,2.648504,0.8010578,1.10448,9.020347,0.4864696,2.46275,4.903498,28.04261,0.4486968,625.8223,0.2590622,1374.33,0.1664622,-98.4138,-0.9299803,1629.527,0.1421862,1013.788,0.3829791,-103.6274,-0.8204696,2743.805,0.08670317,862.6727,0.4919297,-109.3734,-0.7301391,-19.57001,-0.4110723,31.88855,0.3118492,0.03048013,1.182309,-0.02748954,-0.5955819,0.1680261,0.8144701,40.3298,0.269083,7.22506,1.979469,8.460553,1.877747,-0.875113,-14.56186,-13.27627,20.10442,-0.05035081,-0.006517518,0.03965672,2.195275,1.40226,0.3877612,0.3609681,0.3141539,0.5509262,-35.45242,1
